"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"53",53,5,433,34,399,8,"menor a 7 dias","mayor a 14 dias"
"54",54,5,177,829,652,3,"mayor a 14 dias","entre 7 y 14 dias"
"55",55,1,372,97,275,16,"menor a 7 dias","mayor a 14 dias"
"56",56,3,380,549,169,13,"mayor a 14 dias","mayor a 14 dias"
"57",57,2,189,271,82,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"58",58,2,97,1070,974,7,"mayor a 14 dias","menor a 7 dias"
"59",59,6,293,134,160,10,"menor a 7 dias","entre 7 y 14 dias"
"60",60,2,52,55,3,7,"menor a 7 dias","menor a 7 dias"
"61",61,3,208,163,45,10,"menor a 7 dias","entre 7 y 14 dias"
"62",62,5,95,117,21,15,"menor a 7 dias","menor a 7 dias"
"63",63,3,213,303,91,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"64",64,2,266,131,135,4,"menor a 7 dias","entre 7 y 14 dias"
"65",65,4,401,539,138,15,"mayor a 14 dias","mayor a 14 dias"
"66",66,2,70,90,20,6,"menor a 7 dias","menor a 7 dias"
"67",67,1,461,465,4,10,"mayor a 14 dias","mayor a 14 dias"
"68",68,4,182,696,514,9,"mayor a 14 dias","entre 7 y 14 dias"
"69",69,2,189,79,110,15,"menor a 7 dias","entre 7 y 14 dias"
"70",70,1,497,163,333,7,"menor a 7 dias","mayor a 14 dias"
"71",71,2,368,5,363,6,"menor a 7 dias","mayor a 14 dias"
"72",72,3,330,74,256,4,"menor a 7 dias","entre 7 y 14 dias"
"73",73,5,297,215,82,15,"entre 7 y 14 dias","entre 7 y 14 dias"
"74",74,2,239,1071,832,6,"mayor a 14 dias","entre 7 y 14 dias"
"75",75,3,143,1483,1340,4,"mayor a 14 dias","menor a 7 dias"
"76",76,1,159,126,33,12,"menor a 7 dias","menor a 7 dias"
"77",77,1,495,772,277,1,"mayor a 14 dias","mayor a 14 dias"
"78",78,2,151,248,97,14,"entre 7 y 14 dias","menor a 7 dias"
"79",79,1,605,146,459,15,"menor a 7 dias","mayor a 14 dias"
"80",80,3,667,128,538,4,"menor a 7 dias","mayor a 14 dias"
"81",81,3,220,52,168,9,"menor a 7 dias","entre 7 y 14 dias"
"82",82,3,435,51,384,11,"menor a 7 dias","mayor a 14 dias"
"83",83,3,277,300,23,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"84",84,2,323,269,54,12,"entre 7 y 14 dias","entre 7 y 14 dias"
"85",85,3,208,187,21,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"86",86,2,394,766,372,16,"mayor a 14 dias","mayor a 14 dias"
"87",87,3,112,140,28,8,"menor a 7 dias","menor a 7 dias"
"88",88,5,281,24,258,6,"menor a 7 dias","entre 7 y 14 dias"
"89",89,3,144,171,27,10,"entre 7 y 14 dias","menor a 7 dias"
"90",90,3,225,770,544,2,"mayor a 14 dias","entre 7 y 14 dias"
"91",91,6,95,60,34,13,"menor a 7 dias","menor a 7 dias"
"92",92,6,650,506,144,11,"mayor a 14 dias","mayor a 14 dias"
"93",93,3,531,217,315,16,"entre 7 y 14 dias","mayor a 14 dias"
"94",94,5,67,59,8,6,"menor a 7 dias","menor a 7 dias"
"95",95,1,600,56,544,10,"menor a 7 dias","mayor a 14 dias"
"96",96,3,530,194,337,14,"entre 7 y 14 dias","mayor a 14 dias"
"97",97,4,187,165,21,15,"menor a 7 dias","entre 7 y 14 dias"
"98",98,1,211,150,61,6,"menor a 7 dias","entre 7 y 14 dias"
"99",99,1,225,100,126,16,"menor a 7 dias","entre 7 y 14 dias"
"100",100,3,92,68,24,4,"menor a 7 dias","menor a 7 dias"
"101",101,2,446,43,403,6,"menor a 7 dias","mayor a 14 dias"
"102",102,6,68,658,590,16,"mayor a 14 dias","menor a 7 dias"
"103",103,6,43,96,53,7,"menor a 7 dias","menor a 7 dias"
"104",104,1,722,350,372,16,"mayor a 14 dias","mayor a 14 dias"
"105",105,5,94,126,32,6,"menor a 7 dias","menor a 7 dias"
"106",106,3,568,401,167,4,"mayor a 14 dias","mayor a 14 dias"
"107",107,3,90,534,443,15,"mayor a 14 dias","menor a 7 dias"
"108",108,2,87,151,64,4,"menor a 7 dias","menor a 7 dias"
"109",109,3,231,619,388,4,"mayor a 14 dias","entre 7 y 14 dias"
"110",110,3,166,237,71,1,"entre 7 y 14 dias","menor a 7 dias"
"111",111,2,307,271,36,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"112",112,3,144,284,140,15,"entre 7 y 14 dias","menor a 7 dias"
"113",113,2,364,73,291,14,"menor a 7 dias","mayor a 14 dias"
"114",114,3,112,193,81,16,"entre 7 y 14 dias","menor a 7 dias"
"115",115,3,214,52,162,6,"menor a 7 dias","entre 7 y 14 dias"
"116",116,3,52,378,326,8,"mayor a 14 dias","menor a 7 dias"
"117",117,2,265,160,105,16,"menor a 7 dias","entre 7 y 14 dias"
"118",118,4,464,578,114,8,"mayor a 14 dias","mayor a 14 dias"
"119",119,5,53,482,429,16,"mayor a 14 dias","menor a 7 dias"
"120",120,4,485,232,252,8,"entre 7 y 14 dias","mayor a 14 dias"
"121",121,3,295,484,189,4,"mayor a 14 dias","entre 7 y 14 dias"
"122",122,1,418,183,235,14,"entre 7 y 14 dias","mayor a 14 dias"
"123",123,5,464,44,420,5,"menor a 7 dias","mayor a 14 dias"
"124",124,3,427,7,419,1,"menor a 7 dias","mayor a 14 dias"
"125",125,3,321,493,172,2,"mayor a 14 dias","entre 7 y 14 dias"
"126",126,2,261,462,201,8,"mayor a 14 dias","entre 7 y 14 dias"
"127",127,1,411,732,321,14,"mayor a 14 dias","mayor a 14 dias"
"128",128,2,29,22,7,4,"menor a 7 dias","menor a 7 dias"
"129",129,6,111,156,45,6,"menor a 7 dias","menor a 7 dias"
"130",130,3,317,416,99,14,"mayor a 14 dias","entre 7 y 14 dias"
"131",131,2,247,381,135,7,"mayor a 14 dias","entre 7 y 14 dias"
"132",132,2,223,652,430,7,"mayor a 14 dias","entre 7 y 14 dias"
"133",133,1,281,206,75,9,"entre 7 y 14 dias","entre 7 y 14 dias"
"134",134,4,231,233,2,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"135",135,3,144,446,301,8,"mayor a 14 dias","menor a 7 dias"
"136",136,1,91,180,89,10,"entre 7 y 14 dias","menor a 7 dias"
"137",137,5,790,133,658,10,"menor a 7 dias","mayor a 14 dias"
"138",138,6,255,228,27,1,"entre 7 y 14 dias","entre 7 y 14 dias"
"139",139,5,216,149,67,8,"menor a 7 dias","entre 7 y 14 dias"
"140",140,6,261,23,238,16,"menor a 7 dias","entre 7 y 14 dias"
"141",141,1,375,182,193,9,"entre 7 y 14 dias","mayor a 14 dias"
"142",142,2,184,58,125,10,"menor a 7 dias","entre 7 y 14 dias"
"143",143,6,694,54,640,4,"menor a 7 dias","mayor a 14 dias"
"144",144,5,178,58,120,15,"menor a 7 dias","entre 7 y 14 dias"
"145",145,1,197,266,69,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"146",146,6,160,367,207,6,"mayor a 14 dias","menor a 7 dias"
"147",147,5,19,28,9,7,"menor a 7 dias","menor a 7 dias"
"148",148,1,354,60,294,6,"menor a 7 dias","mayor a 14 dias"
"149",149,6,90,375,285,3,"mayor a 14 dias","menor a 7 dias"
"150",150,2,168,411,244,3,"mayor a 14 dias","entre 7 y 14 dias"
"151",151,2,481,84,398,16,"menor a 7 dias","mayor a 14 dias"
"152",152,1,274,140,134,15,"menor a 7 dias","entre 7 y 14 dias"
"153",153,2,342,548,206,4,"mayor a 14 dias","mayor a 14 dias"
"154",154,3,214,442,228,1,"mayor a 14 dias","entre 7 y 14 dias"
"155",155,3,55,105,50,9,"menor a 7 dias","menor a 7 dias"
"156",156,2,190,410,220,4,"mayor a 14 dias","entre 7 y 14 dias"
"157",157,6,273,227,46,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"158",158,2,290,15,275,5,"menor a 7 dias","entre 7 y 14 dias"
"159",159,6,283,136,148,6,"menor a 7 dias","entre 7 y 14 dias"
"160",160,2,513,195,317,1,"entre 7 y 14 dias","mayor a 14 dias"
"161",161,1,257,164,93,4,"menor a 7 dias","entre 7 y 14 dias"
"162",162,2,192,215,23,1,"entre 7 y 14 dias","entre 7 y 14 dias"
"163",163,4,129,595,466,8,"mayor a 14 dias","menor a 7 dias"
"164",164,6,301,38,263,5,"menor a 7 dias","entre 7 y 14 dias"
"165",165,3,300,263,37,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"166",166,4,148,144,4,6,"menor a 7 dias","menor a 7 dias"
"167",167,3,123,390,267,4,"mayor a 14 dias","menor a 7 dias"
"168",168,6,23,24,1,7,"menor a 7 dias","menor a 7 dias"
"169",169,3,200,123,77,8,"menor a 7 dias","entre 7 y 14 dias"
"170",170,2,101,66,35,6,"menor a 7 dias","menor a 7 dias"
"171",171,6,281,174,107,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"172",172,6,89,25,64,10,"menor a 7 dias","menor a 7 dias"
"173",173,1,116,708,592,10,"mayor a 14 dias","menor a 7 dias"
"174",174,1,213,203,10,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"175",175,5,285,286,0,11,"entre 7 y 14 dias","entre 7 y 14 dias"
"176",176,3,75,169,94,6,"entre 7 y 14 dias","menor a 7 dias"
"177",177,2,393,101,292,7,"menor a 7 dias","mayor a 14 dias"
"178",178,4,245,56,189,3,"menor a 7 dias","entre 7 y 14 dias"
"179",179,4,168,43,125,8,"menor a 7 dias","entre 7 y 14 dias"
"180",180,1,228,264,37,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"181",181,2,120,289,169,11,"entre 7 y 14 dias","menor a 7 dias"
"182",182,3,207,888,681,7,"mayor a 14 dias","entre 7 y 14 dias"
"183",183,2,400,323,77,14,"entre 7 y 14 dias","mayor a 14 dias"
"184",184,1,447,71,377,10,"menor a 7 dias","mayor a 14 dias"
"185",185,1,167,149,18,8,"menor a 7 dias","menor a 7 dias"
"186",186,1,229,595,366,9,"mayor a 14 dias","entre 7 y 14 dias"
"187",187,2,116,148,33,8,"menor a 7 dias","menor a 7 dias"
"188",188,2,110,669,559,6,"mayor a 14 dias","menor a 7 dias"
"189",189,6,266,138,128,5,"menor a 7 dias","entre 7 y 14 dias"
"190",190,3,498,640,142,7,"mayor a 14 dias","mayor a 14 dias"
"191",191,1,183,247,64,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"192",192,3,69,251,182,8,"entre 7 y 14 dias","menor a 7 dias"
"193",193,3,156,60,96,10,"menor a 7 dias","menor a 7 dias"
"194",194,2,48,27,21,10,"menor a 7 dias","menor a 7 dias"
"195",195,4,187,267,80,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"196",196,4,334,134,199,16,"menor a 7 dias","entre 7 y 14 dias"
"197",197,1,276,588,312,15,"mayor a 14 dias","entre 7 y 14 dias"
"198",198,3,99,52,47,10,"menor a 7 dias","menor a 7 dias"
"199",199,3,558,51,507,16,"menor a 7 dias","mayor a 14 dias"
"200",200,6,370,490,120,10,"mayor a 14 dias","mayor a 14 dias"
"201",201,1,198,4,194,1,"menor a 7 dias","entre 7 y 14 dias"
"202",202,1,374,38,335,5,"menor a 7 dias","mayor a 14 dias"
"203",203,2,263,368,105,4,"mayor a 14 dias","entre 7 y 14 dias"
"204",204,2,187,1020,833,8,"mayor a 14 dias","entre 7 y 14 dias"
"205",205,2,587,1,586,7,"menor a 7 dias","mayor a 14 dias"
"206",206,4,524,231,293,10,"entre 7 y 14 dias","mayor a 14 dias"
"207",207,6,169,174,5,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"208",208,2,697,259,438,3,"entre 7 y 14 dias","mayor a 14 dias"
"209",209,4,168,158,10,6,"menor a 7 dias","entre 7 y 14 dias"
"210",210,2,410,101,309,10,"menor a 7 dias","mayor a 14 dias"
"211",211,5,97,717,620,8,"mayor a 14 dias","menor a 7 dias"
"212",212,3,62,375,313,10,"mayor a 14 dias","menor a 7 dias"
"213",213,2,97,406,309,15,"mayor a 14 dias","menor a 7 dias"
"214",214,1,297,17,279,15,"menor a 7 dias","entre 7 y 14 dias"
"215",215,5,454,554,100,4,"mayor a 14 dias","mayor a 14 dias"
"216",216,5,147,37,110,16,"menor a 7 dias","menor a 7 dias"
"217",217,1,459,4,455,15,"menor a 7 dias","mayor a 14 dias"
"218",218,6,320,515,195,9,"mayor a 14 dias","entre 7 y 14 dias"
"219",219,1,545,309,236,10,"entre 7 y 14 dias","mayor a 14 dias"
"220",220,3,703,170,533,9,"entre 7 y 14 dias","mayor a 14 dias"
"221",221,2,349,113,236,7,"menor a 7 dias","mayor a 14 dias"
"222",222,2,292,306,14,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"223",223,4,173,287,115,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"224",224,6,105,74,32,4,"menor a 7 dias","menor a 7 dias"
"225",225,3,209,227,19,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"226",226,6,445,266,179,5,"entre 7 y 14 dias","mayor a 14 dias"
"227",227,3,349,404,55,4,"mayor a 14 dias","mayor a 14 dias"
"228",228,6,379,10,369,12,"menor a 7 dias","mayor a 14 dias"
"229",229,1,134,68,66,12,"menor a 7 dias","menor a 7 dias"
"230",230,5,179,415,236,6,"mayor a 14 dias","entre 7 y 14 dias"
"231",231,6,54,667,613,4,"mayor a 14 dias","menor a 7 dias"
"232",232,2,273,73,200,6,"menor a 7 dias","entre 7 y 14 dias"
"233",233,3,313,120,193,10,"menor a 7 dias","entre 7 y 14 dias"
"234",234,3,289,105,183,6,"menor a 7 dias","entre 7 y 14 dias"
"235",235,3,302,26,276,8,"menor a 7 dias","entre 7 y 14 dias"
"236",236,6,232,248,15,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"237",237,2,327,320,7,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"238",238,3,738,60,677,4,"menor a 7 dias","mayor a 14 dias"
"239",239,6,120,283,164,3,"entre 7 y 14 dias","menor a 7 dias"
"240",240,5,202,472,270,4,"mayor a 14 dias","entre 7 y 14 dias"
"241",241,5,354,1337,983,9,"mayor a 14 dias","mayor a 14 dias"
"242",242,2,399,137,262,8,"menor a 7 dias","mayor a 14 dias"
"243",243,5,163,101,62,7,"menor a 7 dias","menor a 7 dias"
"244",244,2,254,70,184,7,"menor a 7 dias","entre 7 y 14 dias"
"245",245,3,209,387,179,7,"mayor a 14 dias","entre 7 y 14 dias"
"246",246,6,258,202,55,12,"entre 7 y 14 dias","entre 7 y 14 dias"
"247",247,6,143,225,82,4,"entre 7 y 14 dias","menor a 7 dias"
"248",248,1,483,32,451,10,"menor a 7 dias","mayor a 14 dias"
"249",249,2,145,817,672,14,"mayor a 14 dias","menor a 7 dias"
"250",250,2,266,183,83,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"251",251,3,129,202,72,10,"entre 7 y 14 dias","menor a 7 dias"
"252",252,4,328,100,228,5,"menor a 7 dias","entre 7 y 14 dias"
"253",253,1,319,58,261,4,"menor a 7 dias","entre 7 y 14 dias"
"254",254,1,101,582,480,1,"mayor a 14 dias","menor a 7 dias"
"255",255,1,227,340,113,11,"mayor a 14 dias","entre 7 y 14 dias"
"256",256,4,343,249,94,14,"entre 7 y 14 dias","mayor a 14 dias"
"257",257,3,188,155,32,8,"menor a 7 dias","entre 7 y 14 dias"
"258",258,3,128,323,195,8,"entre 7 y 14 dias","menor a 7 dias"
"259",259,4,139,104,35,8,"menor a 7 dias","menor a 7 dias"
"260",260,5,255,160,95,7,"menor a 7 dias","entre 7 y 14 dias"
"261",261,3,257,355,98,16,"mayor a 14 dias","entre 7 y 14 dias"
"262",262,2,421,410,12,12,"mayor a 14 dias","mayor a 14 dias"
"263",263,1,166,235,69,6,"entre 7 y 14 dias","menor a 7 dias"
"264",264,3,279,19,260,16,"menor a 7 dias","entre 7 y 14 dias"
"265",265,3,79,38,41,16,"menor a 7 dias","menor a 7 dias"
"266",266,2,472,199,274,10,"entre 7 y 14 dias","mayor a 14 dias"
"267",267,2,136,50,87,3,"menor a 7 dias","menor a 7 dias"
"268",268,3,77,238,160,6,"entre 7 y 14 dias","menor a 7 dias"
"269",269,3,61,64,2,11,"menor a 7 dias","menor a 7 dias"
"270",270,3,229,597,368,9,"mayor a 14 dias","entre 7 y 14 dias"
"271",271,6,549,77,472,14,"menor a 7 dias","mayor a 14 dias"
"272",272,1,282,331,49,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"273",273,1,244,476,232,3,"mayor a 14 dias","entre 7 y 14 dias"
"274",274,2,343,501,159,7,"mayor a 14 dias","mayor a 14 dias"
"275",275,3,295,23,272,16,"menor a 7 dias","entre 7 y 14 dias"
"276",276,1,311,302,9,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"277",277,3,460,569,109,16,"mayor a 14 dias","mayor a 14 dias"
"278",278,1,277,69,209,7,"menor a 7 dias","entre 7 y 14 dias"
"279",279,3,327,67,260,10,"menor a 7 dias","entre 7 y 14 dias"
"280",280,5,157,375,218,4,"mayor a 14 dias","menor a 7 dias"
"281",281,3,210,76,134,1,"menor a 7 dias","entre 7 y 14 dias"
"282",282,1,207,516,309,2,"mayor a 14 dias","entre 7 y 14 dias"
"283",283,2,350,258,92,9,"entre 7 y 14 dias","mayor a 14 dias"
"284",284,1,266,325,59,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"285",285,1,237,120,116,8,"menor a 7 dias","entre 7 y 14 dias"
"286",286,2,179,8,171,10,"menor a 7 dias","entre 7 y 14 dias"
"287",287,1,373,22,351,4,"menor a 7 dias","mayor a 14 dias"
"288",288,2,391,508,117,12,"mayor a 14 dias","mayor a 14 dias"
"289",289,4,218,538,320,9,"mayor a 14 dias","entre 7 y 14 dias"
"290",290,4,124,6,118,15,"menor a 7 dias","menor a 7 dias"
"291",291,6,224,310,86,9,"entre 7 y 14 dias","entre 7 y 14 dias"
"292",292,2,378,31,347,13,"menor a 7 dias","mayor a 14 dias"
"293",293,2,432,367,65,14,"mayor a 14 dias","mayor a 14 dias"
"294",294,2,152,51,101,8,"menor a 7 dias","menor a 7 dias"
"295",295,3,700,882,182,4,"mayor a 14 dias","mayor a 14 dias"
"296",296,4,87,124,36,10,"menor a 7 dias","menor a 7 dias"
"297",297,2,100,1283,1183,12,"mayor a 14 dias","menor a 7 dias"
"298",298,2,374,210,164,4,"entre 7 y 14 dias","mayor a 14 dias"
"299",299,1,209,472,264,13,"mayor a 14 dias","entre 7 y 14 dias"
"300",300,5,329,84,246,16,"menor a 7 dias","entre 7 y 14 dias"
"301",301,3,443,47,396,2,"menor a 7 dias","mayor a 14 dias"
"302",302,1,49,532,483,6,"mayor a 14 dias","menor a 7 dias"
"303",303,2,118,39,78,8,"menor a 7 dias","menor a 7 dias"
"304",304,3,264,219,45,5,"entre 7 y 14 dias","entre 7 y 14 dias"
"305",305,3,477,237,240,3,"entre 7 y 14 dias","mayor a 14 dias"
"306",306,6,103,19,84,4,"menor a 7 dias","menor a 7 dias"
"307",307,5,328,602,273,16,"mayor a 14 dias","entre 7 y 14 dias"
"308",308,2,575,319,256,6,"entre 7 y 14 dias","mayor a 14 dias"
"309",309,6,142,83,59,8,"menor a 7 dias","menor a 7 dias"
"310",310,3,197,61,136,5,"menor a 7 dias","entre 7 y 14 dias"
"311",311,3,157,885,728,7,"mayor a 14 dias","menor a 7 dias"
"312",312,1,206,70,136,2,"menor a 7 dias","entre 7 y 14 dias"
"313",313,6,328,104,224,9,"menor a 7 dias","entre 7 y 14 dias"
"314",314,1,234,52,183,16,"menor a 7 dias","entre 7 y 14 dias"
"315",315,3,72,137,65,16,"menor a 7 dias","menor a 7 dias"
"316",316,6,316,137,179,16,"menor a 7 dias","entre 7 y 14 dias"
"317",317,4,150,469,318,10,"mayor a 14 dias","menor a 7 dias"
"318",318,2,167,251,84,5,"entre 7 y 14 dias","menor a 7 dias"
"319",319,2,250,49,201,10,"menor a 7 dias","entre 7 y 14 dias"
"320",320,1,281,287,7,15,"entre 7 y 14 dias","entre 7 y 14 dias"
"321",321,6,96,14,82,11,"menor a 7 dias","menor a 7 dias"
"322",322,3,508,240,268,4,"entre 7 y 14 dias","mayor a 14 dias"
"323",323,3,233,366,133,12,"mayor a 14 dias","entre 7 y 14 dias"
"324",324,3,175,457,282,2,"mayor a 14 dias","entre 7 y 14 dias"
"325",325,2,63,79,16,4,"menor a 7 dias","menor a 7 dias"
"326",326,1,287,172,116,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"327",327,2,256,16,241,7,"menor a 7 dias","entre 7 y 14 dias"
"328",328,2,416,1033,617,10,"mayor a 14 dias","mayor a 14 dias"
"329",329,1,125,263,138,5,"entre 7 y 14 dias","menor a 7 dias"
"330",330,3,442,42,400,2,"menor a 7 dias","mayor a 14 dias"
"331",331,5,514,434,80,16,"mayor a 14 dias","mayor a 14 dias"
"332",332,3,167,634,467,1,"mayor a 14 dias","menor a 7 dias"
"333",333,5,624,215,409,7,"entre 7 y 14 dias","mayor a 14 dias"
"334",334,2,97,93,4,9,"menor a 7 dias","menor a 7 dias"
"335",335,3,93,43,50,6,"menor a 7 dias","menor a 7 dias"
"336",336,1,84,57,27,16,"menor a 7 dias","menor a 7 dias"
"337",337,3,280,43,238,14,"menor a 7 dias","entre 7 y 14 dias"
"338",338,4,211,21,190,4,"menor a 7 dias","entre 7 y 14 dias"
"339",339,3,158,99,60,4,"menor a 7 dias","menor a 7 dias"
"340",340,3,435,193,242,8,"entre 7 y 14 dias","mayor a 14 dias"
"341",341,3,409,411,2,5,"mayor a 14 dias","mayor a 14 dias"
"342",342,2,344,233,111,4,"entre 7 y 14 dias","mayor a 14 dias"
"343",343,3,763,609,154,4,"mayor a 14 dias","mayor a 14 dias"
"344",344,6,188,244,56,2,"entre 7 y 14 dias","entre 7 y 14 dias"
"345",345,3,698,95,603,10,"menor a 7 dias","mayor a 14 dias"
"346",346,1,279,237,41,15,"entre 7 y 14 dias","entre 7 y 14 dias"
"347",347,2,47,16,31,4,"menor a 7 dias","menor a 7 dias"
"348",348,2,110,161,51,8,"menor a 7 dias","menor a 7 dias"
"349",349,1,338,413,75,11,"mayor a 14 dias","mayor a 14 dias"
"350",350,2,544,89,455,4,"menor a 7 dias","mayor a 14 dias"
"351",351,2,167,59,108,8,"menor a 7 dias","menor a 7 dias"
"352",352,2,278,215,63,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"353",353,1,351,110,240,7,"menor a 7 dias","mayor a 14 dias"
"354",354,3,164,699,535,10,"mayor a 14 dias","menor a 7 dias"
"355",355,5,175,443,268,11,"mayor a 14 dias","entre 7 y 14 dias"
"356",356,1,319,179,140,13,"entre 7 y 14 dias","entre 7 y 14 dias"
"357",357,1,173,350,177,12,"mayor a 14 dias","entre 7 y 14 dias"
"358",358,3,258,193,66,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"359",359,1,791,261,530,8,"entre 7 y 14 dias","mayor a 14 dias"
"360",360,3,80,238,158,7,"entre 7 y 14 dias","menor a 7 dias"
"361",361,3,215,97,118,10,"menor a 7 dias","entre 7 y 14 dias"
"362",362,3,421,1,420,10,"menor a 7 dias","mayor a 14 dias"
"363",363,2,395,31,364,13,"menor a 7 dias","mayor a 14 dias"
"364",364,3,245,360,115,16,"mayor a 14 dias","entre 7 y 14 dias"
"365",365,5,136,381,245,8,"mayor a 14 dias","menor a 7 dias"
"366",366,1,220,362,142,4,"mayor a 14 dias","entre 7 y 14 dias"
"367",367,5,184,384,200,15,"mayor a 14 dias","entre 7 y 14 dias"
"368",368,1,186,10,176,7,"menor a 7 dias","entre 7 y 14 dias"
"369",369,2,177,316,139,3,"entre 7 y 14 dias","entre 7 y 14 dias"
