"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"50",50,2,399,1036,637,7,"mayor a 14 dias","mayor a 14 dias"
"51",51,3,296,109,187,4,"menor a 7 dias","entre 7 y 14 dias"
"52",52,5,98,457,359,10,"mayor a 14 dias","menor a 7 dias"
"53",53,1,411,126,285,5,"menor a 7 dias","mayor a 14 dias"
"54",54,3,493,33,461,7,"menor a 7 dias","mayor a 14 dias"
"55",55,1,59,63,4,10,"menor a 7 dias","menor a 7 dias"
"56",56,6,209,434,226,6,"mayor a 14 dias","entre 7 y 14 dias"
"57",57,3,188,646,459,14,"mayor a 14 dias","entre 7 y 14 dias"
"58",58,4,119,101,18,6,"menor a 7 dias","menor a 7 dias"
"59",59,3,419,110,309,8,"menor a 7 dias","mayor a 14 dias"
"60",60,1,93,12,81,6,"menor a 7 dias","menor a 7 dias"
"61",61,1,140,10,130,5,"menor a 7 dias","menor a 7 dias"
"62",62,2,70,531,461,6,"mayor a 14 dias","menor a 7 dias"
"63",63,1,109,322,213,4,"entre 7 y 14 dias","menor a 7 dias"
"64",64,6,137,332,195,9,"entre 7 y 14 dias","menor a 7 dias"
"65",65,3,578,80,499,8,"menor a 7 dias","mayor a 14 dias"
"66",66,2,327,534,207,10,"mayor a 14 dias","entre 7 y 14 dias"
"67",67,3,454,115,339,1,"menor a 7 dias","mayor a 14 dias"
"68",68,3,677,373,303,12,"mayor a 14 dias","mayor a 14 dias"
"69",69,4,370,301,69,5,"entre 7 y 14 dias","mayor a 14 dias"
"70",70,3,538,109,429,16,"menor a 7 dias","mayor a 14 dias"
"71",71,2,91,160,69,4,"menor a 7 dias","menor a 7 dias"
"72",72,6,66,651,586,7,"mayor a 14 dias","menor a 7 dias"
"73",73,3,455,62,392,7,"menor a 7 dias","mayor a 14 dias"
"74",74,3,351,80,271,8,"menor a 7 dias","mayor a 14 dias"
"75",75,3,373,398,25,1,"mayor a 14 dias","mayor a 14 dias"
"76",76,3,336,66,270,12,"menor a 7 dias","entre 7 y 14 dias"
"77",77,5,308,262,46,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"78",78,1,298,51,247,10,"menor a 7 dias","entre 7 y 14 dias"
"79",79,2,320,105,215,16,"menor a 7 dias","entre 7 y 14 dias"
"80",80,3,336,80,256,5,"menor a 7 dias","entre 7 y 14 dias"
"81",81,2,214,90,124,4,"menor a 7 dias","entre 7 y 14 dias"
"82",82,5,118,34,84,15,"menor a 7 dias","menor a 7 dias"
"83",83,2,511,139,372,4,"menor a 7 dias","mayor a 14 dias"
"84",84,2,191,1634,1443,6,"mayor a 14 dias","entre 7 y 14 dias"
"85",85,2,120,141,21,7,"menor a 7 dias","menor a 7 dias"
"86",86,4,262,251,10,12,"entre 7 y 14 dias","entre 7 y 14 dias"
"87",87,6,326,651,326,7,"mayor a 14 dias","entre 7 y 14 dias"
"88",88,3,288,194,94,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"89",89,3,214,35,178,6,"menor a 7 dias","entre 7 y 14 dias"
"90",90,2,92,115,24,7,"menor a 7 dias","menor a 7 dias"
"91",91,6,217,371,153,16,"mayor a 14 dias","entre 7 y 14 dias"
"92",92,1,250,69,181,13,"menor a 7 dias","entre 7 y 14 dias"
"93",93,2,432,231,201,4,"entre 7 y 14 dias","mayor a 14 dias"
"94",94,5,222,2,220,16,"menor a 7 dias","entre 7 y 14 dias"
"95",95,2,337,271,65,5,"entre 7 y 14 dias","mayor a 14 dias"
"96",96,6,80,264,185,4,"entre 7 y 14 dias","menor a 7 dias"
"97",97,2,247,459,212,4,"mayor a 14 dias","entre 7 y 14 dias"
"98",98,1,109,180,71,5,"entre 7 y 14 dias","menor a 7 dias"
"99",99,2,117,266,149,14,"entre 7 y 14 dias","menor a 7 dias"
"100",100,1,379,643,264,8,"mayor a 14 dias","mayor a 14 dias"
"101",101,2,192,206,14,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"102",102,2,156,335,179,2,"entre 7 y 14 dias","menor a 7 dias"
"103",103,3,565,244,321,16,"entre 7 y 14 dias","mayor a 14 dias"
"104",104,3,136,474,338,5,"mayor a 14 dias","menor a 7 dias"
"105",105,2,491,116,375,12,"menor a 7 dias","mayor a 14 dias"
"106",106,3,129,509,380,12,"mayor a 14 dias","menor a 7 dias"
"107",107,4,332,43,289,5,"menor a 7 dias","entre 7 y 14 dias"
"108",108,2,323,476,152,12,"mayor a 14 dias","entre 7 y 14 dias"
"109",109,1,191,17,174,11,"menor a 7 dias","entre 7 y 14 dias"
"110",110,2,477,209,268,6,"entre 7 y 14 dias","mayor a 14 dias"
"111",111,1,283,414,131,6,"mayor a 14 dias","entre 7 y 14 dias"
"112",112,2,151,400,249,10,"mayor a 14 dias","menor a 7 dias"
"113",113,3,244,339,95,12,"mayor a 14 dias","entre 7 y 14 dias"
"114",114,6,513,162,351,10,"menor a 7 dias","mayor a 14 dias"
"115",115,5,165,120,45,4,"menor a 7 dias","menor a 7 dias"
"116",116,1,362,375,13,12,"mayor a 14 dias","mayor a 14 dias"
"117",117,2,326,14,312,7,"menor a 7 dias","entre 7 y 14 dias"
"118",118,2,124,209,85,4,"entre 7 y 14 dias","menor a 7 dias"
"119",119,2,192,35,157,12,"menor a 7 dias","entre 7 y 14 dias"
"120",120,4,209,289,80,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"121",121,2,202,57,144,10,"menor a 7 dias","entre 7 y 14 dias"
"122",122,6,33,234,201,12,"entre 7 y 14 dias","menor a 7 dias"
"123",123,2,604,50,554,7,"menor a 7 dias","mayor a 14 dias"
"124",124,2,193,28,165,5,"menor a 7 dias","entre 7 y 14 dias"
"125",125,3,151,124,26,16,"menor a 7 dias","menor a 7 dias"
"126",126,4,223,84,139,7,"menor a 7 dias","entre 7 y 14 dias"
"127",127,2,516,147,370,8,"menor a 7 dias","mayor a 14 dias"
"128",128,2,139,182,44,8,"entre 7 y 14 dias","menor a 7 dias"
"129",129,2,114,124,11,4,"menor a 7 dias","menor a 7 dias"
"130",130,1,215,709,494,4,"mayor a 14 dias","entre 7 y 14 dias"
"131",131,5,308,465,157,6,"mayor a 14 dias","entre 7 y 14 dias"
"132",132,3,523,11,512,15,"menor a 7 dias","mayor a 14 dias"
"133",133,2,406,52,353,10,"menor a 7 dias","mayor a 14 dias"
"134",134,3,140,22,118,15,"menor a 7 dias","menor a 7 dias"
"135",135,2,429,131,298,6,"menor a 7 dias","mayor a 14 dias"
"136",136,6,410,153,258,6,"menor a 7 dias","mayor a 14 dias"
"137",137,4,224,412,188,6,"mayor a 14 dias","entre 7 y 14 dias"
"138",138,3,300,151,149,4,"menor a 7 dias","entre 7 y 14 dias"
"139",139,2,44,69,24,7,"menor a 7 dias","menor a 7 dias"
"140",140,2,180,369,189,9,"mayor a 14 dias","entre 7 y 14 dias"
"141",141,3,292,49,244,10,"menor a 7 dias","entre 7 y 14 dias"
"142",142,6,257,142,114,1,"menor a 7 dias","entre 7 y 14 dias"
"143",143,1,88,326,238,15,"entre 7 y 14 dias","menor a 7 dias"
"144",144,2,223,759,536,15,"mayor a 14 dias","entre 7 y 14 dias"
"145",145,1,268,154,114,6,"menor a 7 dias","entre 7 y 14 dias"
"146",146,6,238,39,199,10,"menor a 7 dias","entre 7 y 14 dias"
"147",147,3,588,77,511,1,"menor a 7 dias","mayor a 14 dias"
"148",148,2,344,110,234,6,"menor a 7 dias","mayor a 14 dias"
"149",149,6,554,559,5,13,"mayor a 14 dias","mayor a 14 dias"
"150",150,2,314,291,23,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"151",151,2,583,440,143,16,"mayor a 14 dias","mayor a 14 dias"
"152",152,1,839,825,15,16,"mayor a 14 dias","mayor a 14 dias"
"153",153,3,106,672,566,4,"mayor a 14 dias","menor a 7 dias"
"154",154,3,165,87,78,2,"menor a 7 dias","menor a 7 dias"
"155",155,5,355,39,316,5,"menor a 7 dias","mayor a 14 dias"
"156",156,1,193,155,38,14,"menor a 7 dias","entre 7 y 14 dias"
"157",157,1,92,225,133,9,"entre 7 y 14 dias","menor a 7 dias"
"158",158,2,334,31,302,7,"menor a 7 dias","entre 7 y 14 dias"
"159",159,2,370,29,341,7,"menor a 7 dias","mayor a 14 dias"
"160",160,1,227,9,218,4,"menor a 7 dias","entre 7 y 14 dias"
"161",161,1,213,17,196,16,"menor a 7 dias","entre 7 y 14 dias"
"162",162,4,220,20,200,8,"menor a 7 dias","entre 7 y 14 dias"
"163",163,1,764,32,732,2,"menor a 7 dias","mayor a 14 dias"
"164",164,1,314,220,94,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"165",165,2,217,244,27,11,"entre 7 y 14 dias","entre 7 y 14 dias"
"166",166,3,371,437,66,16,"mayor a 14 dias","mayor a 14 dias"
"167",167,5,107,573,466,8,"mayor a 14 dias","menor a 7 dias"
"168",168,2,85,116,30,16,"menor a 7 dias","menor a 7 dias"
"169",169,2,266,148,118,1,"menor a 7 dias","entre 7 y 14 dias"
"170",170,3,315,265,49,2,"entre 7 y 14 dias","entre 7 y 14 dias"
"171",171,1,373,57,316,4,"menor a 7 dias","mayor a 14 dias"
"172",172,2,455,284,171,2,"entre 7 y 14 dias","mayor a 14 dias"
"173",173,2,188,267,80,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"174",174,4,103,434,331,10,"mayor a 14 dias","menor a 7 dias"
"175",175,1,82,231,149,6,"entre 7 y 14 dias","menor a 7 dias"
"176",176,2,267,70,197,9,"menor a 7 dias","entre 7 y 14 dias"
"177",177,3,276,279,3,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"178",178,6,247,14,233,6,"menor a 7 dias","entre 7 y 14 dias"
"179",179,2,147,356,208,4,"mayor a 14 dias","menor a 7 dias"
"180",180,2,604,975,371,16,"mayor a 14 dias","mayor a 14 dias"
"181",181,2,269,367,98,11,"mayor a 14 dias","entre 7 y 14 dias"
"182",182,6,74,142,69,11,"menor a 7 dias","menor a 7 dias"
"183",183,4,156,97,59,14,"menor a 7 dias","menor a 7 dias"
"184",184,4,226,257,31,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"185",185,6,362,271,91,1,"entre 7 y 14 dias","mayor a 14 dias"
"186",186,2,215,104,111,5,"menor a 7 dias","entre 7 y 14 dias"
"187",187,6,360,181,179,15,"entre 7 y 14 dias","mayor a 14 dias"
"188",188,2,90,55,35,13,"menor a 7 dias","menor a 7 dias"
"189",189,4,354,51,304,5,"menor a 7 dias","mayor a 14 dias"
"190",190,4,176,171,5,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"191",191,5,342,257,85,7,"entre 7 y 14 dias","mayor a 14 dias"
"192",192,5,514,188,326,10,"entre 7 y 14 dias","mayor a 14 dias"
"193",193,3,476,375,101,5,"mayor a 14 dias","mayor a 14 dias"
"194",194,2,332,133,200,11,"menor a 7 dias","entre 7 y 14 dias"
"195",195,2,448,70,378,9,"menor a 7 dias","mayor a 14 dias"
"196",196,6,328,555,227,8,"mayor a 14 dias","entre 7 y 14 dias"
"197",197,2,469,286,183,4,"entre 7 y 14 dias","mayor a 14 dias"
"198",198,5,244,310,66,1,"entre 7 y 14 dias","entre 7 y 14 dias"
"199",199,2,257,509,252,8,"mayor a 14 dias","entre 7 y 14 dias"
"200",200,5,220,52,169,4,"menor a 7 dias","entre 7 y 14 dias"
"201",201,2,292,404,112,1,"mayor a 14 dias","entre 7 y 14 dias"
"202",202,2,197,235,38,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"203",203,3,251,453,202,16,"mayor a 14 dias","entre 7 y 14 dias"
"204",204,1,605,232,373,16,"entre 7 y 14 dias","mayor a 14 dias"
"205",205,2,414,31,383,14,"menor a 7 dias","mayor a 14 dias"
"206",206,6,33,48,15,10,"menor a 7 dias","menor a 7 dias"
"207",207,1,169,137,32,10,"menor a 7 dias","entre 7 y 14 dias"
"208",208,3,386,18,368,3,"menor a 7 dias","mayor a 14 dias"
"209",209,2,1244,11,1233,1,"menor a 7 dias","mayor a 14 dias"
"210",210,6,229,505,277,5,"mayor a 14 dias","entre 7 y 14 dias"
"211",211,3,213,324,111,2,"entre 7 y 14 dias","entre 7 y 14 dias"
"212",212,3,665,558,107,8,"mayor a 14 dias","mayor a 14 dias"
"213",213,3,183,127,56,14,"menor a 7 dias","entre 7 y 14 dias"
"214",214,5,125,78,47,10,"menor a 7 dias","menor a 7 dias"
"215",215,4,77,221,144,5,"entre 7 y 14 dias","menor a 7 dias"
"216",216,2,178,73,105,8,"menor a 7 dias","entre 7 y 14 dias"
"217",217,6,227,363,136,6,"mayor a 14 dias","entre 7 y 14 dias"
"218",218,6,610,568,42,8,"mayor a 14 dias","mayor a 14 dias"
"219",219,1,172,93,80,1,"menor a 7 dias","entre 7 y 14 dias"
"220",220,3,239,55,183,10,"menor a 7 dias","entre 7 y 14 dias"
"221",221,3,133,354,220,1,"mayor a 14 dias","menor a 7 dias"
"222",222,5,467,89,378,1,"menor a 7 dias","mayor a 14 dias"
"223",223,4,1004,33,971,4,"menor a 7 dias","mayor a 14 dias"
"224",224,1,1104,20,1084,16,"menor a 7 dias","mayor a 14 dias"
"225",225,1,182,144,38,16,"menor a 7 dias","entre 7 y 14 dias"
"226",226,1,177,338,161,1,"mayor a 14 dias","entre 7 y 14 dias"
"227",227,2,142,194,51,3,"entre 7 y 14 dias","menor a 7 dias"
"228",228,3,148,281,133,10,"entre 7 y 14 dias","menor a 7 dias"
"229",229,1,352,524,172,9,"mayor a 14 dias","mayor a 14 dias"
"230",230,2,315,606,291,11,"mayor a 14 dias","entre 7 y 14 dias"
"231",231,1,31,7,24,7,"menor a 7 dias","menor a 7 dias"
"232",232,2,106,721,614,4,"mayor a 14 dias","menor a 7 dias"
"233",233,3,288,135,153,4,"menor a 7 dias","entre 7 y 14 dias"
"234",234,1,183,114,69,7,"menor a 7 dias","entre 7 y 14 dias"
"235",235,6,252,1430,1177,4,"mayor a 14 dias","entre 7 y 14 dias"
"236",236,2,228,409,181,6,"mayor a 14 dias","entre 7 y 14 dias"
"237",237,5,158,42,116,16,"menor a 7 dias","menor a 7 dias"
"238",238,2,164,32,132,5,"menor a 7 dias","menor a 7 dias"
"239",239,4,276,177,100,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"240",240,1,425,93,331,6,"menor a 7 dias","mayor a 14 dias"
"241",241,1,277,275,2,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"242",242,5,287,560,273,4,"mayor a 14 dias","entre 7 y 14 dias"
"243",243,3,225,679,454,4,"mayor a 14 dias","entre 7 y 14 dias"
"244",244,2,337,129,209,15,"menor a 7 dias","mayor a 14 dias"
"245",245,1,192,5,187,4,"menor a 7 dias","entre 7 y 14 dias"
"246",246,3,143,541,398,16,"mayor a 14 dias","menor a 7 dias"
"247",247,6,167,97,70,8,"menor a 7 dias","menor a 7 dias"
"248",248,6,162,4,158,14,"menor a 7 dias","menor a 7 dias"
"249",249,4,170,462,292,16,"mayor a 14 dias","entre 7 y 14 dias"
"250",250,6,326,393,66,16,"mayor a 14 dias","entre 7 y 14 dias"
"251",251,2,155,218,63,8,"entre 7 y 14 dias","menor a 7 dias"
"252",252,5,209,488,279,10,"mayor a 14 dias","entre 7 y 14 dias"
"253",253,3,252,155,97,9,"menor a 7 dias","entre 7 y 14 dias"
"254",254,2,230,369,139,4,"mayor a 14 dias","entre 7 y 14 dias"
"255",255,6,318,56,262,10,"menor a 7 dias","entre 7 y 14 dias"
"256",256,4,75,110,36,6,"menor a 7 dias","menor a 7 dias"
"257",257,1,364,663,299,6,"mayor a 14 dias","mayor a 14 dias"
"258",258,2,286,139,147,7,"menor a 7 dias","entre 7 y 14 dias"
"259",259,2,371,133,238,16,"menor a 7 dias","mayor a 14 dias"
"260",260,6,206,259,53,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"261",261,3,248,668,420,10,"mayor a 14 dias","entre 7 y 14 dias"
"262",262,1,287,440,152,3,"mayor a 14 dias","entre 7 y 14 dias"
"263",263,3,222,32,190,5,"menor a 7 dias","entre 7 y 14 dias"
"264",264,3,59,219,160,10,"entre 7 y 14 dias","menor a 7 dias"
"265",265,2,476,1012,536,10,"mayor a 14 dias","mayor a 14 dias"
"266",266,4,435,372,63,5,"mayor a 14 dias","mayor a 14 dias"
"267",267,6,654,228,426,11,"entre 7 y 14 dias","mayor a 14 dias"
"268",268,2,158,73,85,8,"menor a 7 dias","menor a 7 dias"
"269",269,1,151,305,154,5,"entre 7 y 14 dias","menor a 7 dias"
"270",270,6,146,96,50,7,"menor a 7 dias","menor a 7 dias"
"271",271,2,252,273,21,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"272",272,5,481,98,383,10,"menor a 7 dias","mayor a 14 dias"
"273",273,5,228,69,160,16,"menor a 7 dias","entre 7 y 14 dias"
"274",274,2,229,545,316,4,"mayor a 14 dias","entre 7 y 14 dias"
"275",275,3,316,353,37,5,"mayor a 14 dias","entre 7 y 14 dias"
"276",276,1,727,26,701,10,"menor a 7 dias","mayor a 14 dias"
"277",277,1,698,288,410,16,"entre 7 y 14 dias","mayor a 14 dias"
"278",278,3,156,355,200,8,"mayor a 14 dias","menor a 7 dias"
"279",279,1,285,634,348,6,"mayor a 14 dias","entre 7 y 14 dias"
"280",280,5,115,329,214,16,"entre 7 y 14 dias","menor a 7 dias"
"281",281,6,359,323,36,10,"entre 7 y 14 dias","mayor a 14 dias"
"282",282,2,141,592,451,1,"mayor a 14 dias","menor a 7 dias"
"283",283,4,337,68,269,14,"menor a 7 dias","mayor a 14 dias"
"284",284,3,95,595,499,8,"mayor a 14 dias","menor a 7 dias"
"285",285,2,132,590,458,6,"mayor a 14 dias","menor a 7 dias"
"286",286,4,511,306,205,8,"entre 7 y 14 dias","mayor a 14 dias"
"287",287,1,146,23,124,16,"menor a 7 dias","menor a 7 dias"
"288",288,3,292,155,137,10,"menor a 7 dias","entre 7 y 14 dias"
"289",289,1,437,474,36,8,"mayor a 14 dias","mayor a 14 dias"
"290",290,6,172,628,456,6,"mayor a 14 dias","entre 7 y 14 dias"
"291",291,2,374,189,185,14,"entre 7 y 14 dias","mayor a 14 dias"
"292",292,5,504,168,336,5,"entre 7 y 14 dias","mayor a 14 dias"
"293",293,2,239,64,175,10,"menor a 7 dias","entre 7 y 14 dias"
"294",294,6,378,424,46,16,"mayor a 14 dias","mayor a 14 dias"
"295",295,3,252,532,280,4,"mayor a 14 dias","entre 7 y 14 dias"
"296",296,1,356,692,336,4,"mayor a 14 dias","mayor a 14 dias"
"297",297,4,165,140,25,7,"menor a 7 dias","menor a 7 dias"
"298",298,3,837,587,250,4,"mayor a 14 dias","mayor a 14 dias"
"299",299,4,216,124,92,9,"menor a 7 dias","entre 7 y 14 dias"
"300",300,3,82,283,202,13,"entre 7 y 14 dias","menor a 7 dias"
"301",301,4,344,141,204,4,"menor a 7 dias","mayor a 14 dias"
"302",302,3,155,533,377,13,"mayor a 14 dias","menor a 7 dias"
"303",303,2,242,19,223,16,"menor a 7 dias","entre 7 y 14 dias"
"304",304,2,123,277,154,16,"entre 7 y 14 dias","menor a 7 dias"
"305",305,2,115,88,27,7,"menor a 7 dias","menor a 7 dias"
"306",306,3,298,179,119,9,"entre 7 y 14 dias","entre 7 y 14 dias"
"307",307,2,191,510,319,16,"mayor a 14 dias","entre 7 y 14 dias"
"308",308,3,184,618,434,6,"mayor a 14 dias","entre 7 y 14 dias"
"309",309,6,106,36,71,4,"menor a 7 dias","menor a 7 dias"
"310",310,6,153,138,15,12,"menor a 7 dias","menor a 7 dias"
"311",311,2,382,181,201,9,"entre 7 y 14 dias","mayor a 14 dias"
"312",312,2,108,167,59,4,"menor a 7 dias","menor a 7 dias"
"313",313,3,248,23,225,16,"menor a 7 dias","entre 7 y 14 dias"
"314",314,6,208,115,93,4,"menor a 7 dias","entre 7 y 14 dias"
"315",315,5,191,157,34,10,"menor a 7 dias","entre 7 y 14 dias"
"316",316,2,564,94,470,2,"menor a 7 dias","mayor a 14 dias"
"317",317,4,303,561,258,13,"mayor a 14 dias","entre 7 y 14 dias"
"318",318,1,250,222,28,5,"entre 7 y 14 dias","entre 7 y 14 dias"
"319",319,2,299,283,16,1,"entre 7 y 14 dias","entre 7 y 14 dias"
"320",320,3,422,366,56,5,"mayor a 14 dias","mayor a 14 dias"
"321",321,1,342,355,13,16,"mayor a 14 dias","mayor a 14 dias"
"322",322,2,137,547,410,11,"mayor a 14 dias","menor a 7 dias"
"323",323,6,189,148,42,7,"menor a 7 dias","entre 7 y 14 dias"
"324",324,3,248,1081,834,5,"mayor a 14 dias","entre 7 y 14 dias"
"325",325,4,216,594,377,7,"mayor a 14 dias","entre 7 y 14 dias"
"326",326,1,144,316,172,8,"entre 7 y 14 dias","menor a 7 dias"
"327",327,2,189,89,100,16,"menor a 7 dias","entre 7 y 14 dias"
"328",328,2,424,97,328,9,"menor a 7 dias","mayor a 14 dias"
"329",329,6,158,8,150,4,"menor a 7 dias","menor a 7 dias"
"330",330,3,668,77,592,5,"menor a 7 dias","mayor a 14 dias"
"331",331,2,134,1127,994,8,"mayor a 14 dias","menor a 7 dias"
"332",332,2,265,12,253,15,"menor a 7 dias","entre 7 y 14 dias"
"333",333,2,492,11,482,8,"menor a 7 dias","mayor a 14 dias"
"334",334,2,382,9,373,10,"menor a 7 dias","mayor a 14 dias"
"335",335,6,200,74,126,2,"menor a 7 dias","entre 7 y 14 dias"
"336",336,3,402,39,363,8,"menor a 7 dias","mayor a 14 dias"
"337",337,1,344,475,131,10,"mayor a 14 dias","mayor a 14 dias"
"338",338,2,191,102,89,14,"menor a 7 dias","entre 7 y 14 dias"
"339",339,5,293,164,128,16,"menor a 7 dias","entre 7 y 14 dias"
"340",340,6,511,436,75,4,"mayor a 14 dias","mayor a 14 dias"
"341",341,1,582,262,320,5,"entre 7 y 14 dias","mayor a 14 dias"
"342",342,3,392,133,259,7,"menor a 7 dias","mayor a 14 dias"
"343",343,2,306,92,214,10,"menor a 7 dias","entre 7 y 14 dias"
"344",344,1,69,233,164,8,"entre 7 y 14 dias","menor a 7 dias"
"345",345,2,371,361,9,5,"mayor a 14 dias","mayor a 14 dias"
"346",346,3,163,436,273,16,"mayor a 14 dias","menor a 7 dias"
"347",347,1,268,14,254,16,"menor a 7 dias","entre 7 y 14 dias"
"348",348,4,216,258,42,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"349",349,3,1020,342,678,8,"mayor a 14 dias","mayor a 14 dias"
"350",350,1,370,427,57,3,"mayor a 14 dias","mayor a 14 dias"
"351",351,2,278,504,226,10,"mayor a 14 dias","entre 7 y 14 dias"
"352",352,2,566,1032,467,7,"mayor a 14 dias","mayor a 14 dias"
"353",353,3,452,71,382,10,"menor a 7 dias","mayor a 14 dias"
"354",354,3,432,259,174,4,"entre 7 y 14 dias","mayor a 14 dias"
"355",355,4,341,26,315,1,"menor a 7 dias","mayor a 14 dias"
"356",356,3,322,10,312,8,"menor a 7 dias","entre 7 y 14 dias"
"357",357,2,771,180,591,6,"entre 7 y 14 dias","mayor a 14 dias"
"358",358,6,717,380,336,4,"mayor a 14 dias","mayor a 14 dias"
"359",359,2,516,732,216,8,"mayor a 14 dias","mayor a 14 dias"
"360",360,2,362,68,293,1,"menor a 7 dias","mayor a 14 dias"
"361",361,3,368,213,155,4,"entre 7 y 14 dias","mayor a 14 dias"
"362",362,2,482,213,270,10,"entre 7 y 14 dias","mayor a 14 dias"
"363",363,3,442,343,99,1,"mayor a 14 dias","mayor a 14 dias"
"364",364,1,90,217,127,6,"entre 7 y 14 dias","menor a 7 dias"
"365",365,6,316,111,205,3,"menor a 7 dias","entre 7 y 14 dias"
"366",366,3,209,402,193,4,"mayor a 14 dias","entre 7 y 14 dias"
"367",367,5,406,176,230,4,"entre 7 y 14 dias","mayor a 14 dias"
"368",368,2,165,16,148,6,"menor a 7 dias","menor a 7 dias"
"369",369,4,400,204,196,6,"entre 7 y 14 dias","mayor a 14 dias"
